conceptType,conceptUri,skillType,preferredLabel,altLabels,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/66aad490-1c20-4e25-b189-634a218ee53e,knowledge,legal case management,"judicial case supervision
judicial case oversight
judicial case regulation
legal case administration
judicial case administration
legal case oversight
legal case supervision
legal case regulation","The procedures of a legal case from opening to closing, such as the documentation that needs to be prepared and handled, the people involved in different stages of the case, and the requirements that need to be met before the case can be closed."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/66b1758e-0999-44f9-87ab-bf22c8b92b37,knowledge,clinical cytology,"study of cells
study of cell functions
study of cell formation
formation, structure and function of cells
cell sciences
science of cell structure","The science of the formation, structure, and function of cells."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/66da3162-6c8d-44cb-9dd5-6f9efe1fcf67,knowledge,trademarks,"trade mark
trade-mark
service marks
brands","The recognisable signs, designs, and expressions that identify and distinguish products and services of a specific source from those of others."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/66db424f-2abe-420d-8e5b-186607266b61,knowledge,corporate social responsibility,"collective civil responsibility
sustainable responsible business
corporate conscience
responsible business
social performance
CSR
corporate citizenship",The handling or managing of business processes in a responsible and ethical manner considering the economic responsibility towards shareholders as equally important as the responsibility towards environmental and social stakeholders.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/66dd1398-6be6-4a0d-a0d0-4a8b3941963a,knowledge,export control principles,"export control conventions
export control foundations
export control fundamentals
export controls principles
exporting control principles
control export principles
export control standards",The restrictions a country imposes on its exported products and goods.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/66ea3249-a079-45ad-b4f2-e6a79b59f10f,knowledge,personal protective equipment,"equipment for personal protection
personal protection equipment",Types of protective materials and equipment foreseen for various types of tasks such as general or specialised cleaning activities.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6709e92c-7546-46a4-aa57-5e951bd4cb0f,knowledge,building automation,"automation of buildings
types of BAS
types of building automation
types of building management system
kinds of building automation
sorts of building automation
types of building automation system
types of BMS
typology of building automation","Type of automatic control system where through a Building Managements System or Building Automation System (BAS) the control of a building's ventilation, humidity, heating, lighting and other systems is being automated at centralised location and monitored through electronic systems."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/675d8bf3-6daa-46fa-9762-7238ab38c65d,knowledge,family therapy,"improvement of family relationships
relationship assistance
family assistance
family supervision
family counselling
family treatment
family mentoring
therapeutic process for families and couples
relationship therapy
family counseling","The type of counseling that is applied to families and couples in order to improve their intimate relationships, communication and resolve conflicts."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/676fdcdf-c4ae-4bdd-af92-444392b06a31,knowledge,dairy and edible oil products,"dairy and edible oils product
dairy and edible oil product
dairy and edible oil brands
dairy and edible oil commodities
dairy and edible oil stock
dairy and edible oil merchandise
dairy and edible oil goods","The offered dairy products and edible oil products, their functionalities, properties and legal and regulatory requirements."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/67785eab-0818-41f9-9756-a8e0a215b95b,knowledge,surveying methods,"application of surveying methods
range of surveying methods
remote sensing methods
surveying equipment
remote sensing techniques
surveying techniques
types of surveying methods
methods of surveying
range of surveying equipment","Have an understanding of surveying methods, remote sensing methods and equipment."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/678c587c-540c-4093-987f-eba684d8c640,knowledge,hearing aids,"characteristics of hearing devices
types of hearing aids
characteristics of hearing aids
types of hearing devices
hearing aid","The types, characteristics and suppliers of hearing devices which amplify sound for the individual who is wearing it, with the aim of making speech more intelligible, and to correct impaired hearing."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/67a118f4-8a5f-48f7-8e5f-de34b9ca2c37,knowledge,Hybrid model,,"The hybrid model consists of principles and fundamentals of service-oriented modelling for business and software systems that allow the design and specification of service-oriented business systems within a variety of architectural styles, such as enterprise architecture."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/67c0bbe5-f725-470e-bc6d-9b9151e25ffa,knowledge,types of boring heads,"brands of boring heads
brands of drill, gouging and probing heads
varieties of boring heads
varieties of drill, gouging and probing heads
boring heads format
categories of boring heads
categories of drill, gouging and probing heads
drill, gouging and probing heads format","Qualities and applications of various types of boring heads, such as rough boring heads, fine boring heads and others."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/67cacb56-17df-4e4e-8039-55f659ac59a7,knowledge,personality development theories,"personality development concepts
personality development hypothesis
psychopathology of personality development
theoretical approaches in personality development
personality development doctrines
personality development paradigms",The theories of the healthy and psychopathological personality development.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/67d81541-4dc2-44ee-af59-2c3ebb8a91e1,knowledge,refractive power,"degree of refractive power
focusing power
positive refractive power
dioptric power
optical power
convergence power
negative refractive power","Refractive power or optical power is the degree to which an optical system, such as a lens, converges or diverges light. Diverging lenses possess negative refractive power, while converging lenses possess positive refractive power."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/67d8f79c-2a02-492a-b1c5-c7e16cfd5459,knowledge,dipping tank types,"dipping tank formats
dipping tank brands
coating vat varieties
coating vat categories
dipping tank varieties
coating vat formats
dipping tank categories
coating vat brands","The various types of tanks used for coating and dipping processes, such as hydro dipping tank, paint dip tank, and others."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/67df159c-735e-4784-b75b-90859ea8a170,knowledge,manufacturing of small metal parts,"small metal parts manufacturing
production of small metal appliances and products
fabrication of small metal appliances and products
small metal appliances and products manufacturing
manufacture of small metal appliances and products
fabrication of small metal parts
manufacture of small metal parts
production of small metal parts
manufacturing of wire products, chain and springs","The manufacture of metal cable, plaited bands and other articles of that typr, uninsulated or insulated cable not capable of being used as a conductor of electricity, coated or cored wire as well as barbed wire, wire fencing, grill, netting, cloth etc. Manufacture of coated electrodes for electric arc-welding, nails and pins, chain and springs (except watch springs):  as well as leaves for springs."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/67e27398-fa6c-4aa1-8de8-b03792bcf1e3,knowledge,genetic selection programme,"scope of genetic selection programme
methods of genetic selection
programme of genetic selection
typology of genetic selection
methods used in genetic selection programme
scope of genetic selection
techniques used in genetic selection programme
types of genetic selection","The methods used to plan and carry out a genetic selection programme for selected species of fish, molluscs, crustaceans and others."
